topic,script,source_path,description,run_command,has_docstring
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_d1_winding_driver.sh,k04_d1_winding_driver.sh,K04 d1 winding driver. Purpose inferred from filename; needs a fuller script docstring.,bash scripts/dark_matter_mond_k04/k04_d1_winding_driver.sh,no
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_d1_winding_worker.py,k04_d1_winding_worker.py,Winding-relic worker (Mechanism 1): canonical ramp -> trail census with TOPOLOGICAL classification. A closed alternating trail is WINDING iff its unwrapped displacement around the circuit is nonzero (it closes only through the torus) — the ,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_d1_winding_worker.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_decisive.py,k04_decisive.py,"THE DECISIVE K04 ARREST-DENSITY COMPUTATION — paper-pinned protocol, scaled N.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_decisive.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_defect_network_abundance.py,k04_defect_network_abundance.py,"K04 ABUNDANCE, RECAST AS A FROZEN DEFECT-NETWORK DENSITY (not an island count).",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_defect_network_abundance.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_embedded_analysis.py,k04_embedded_analysis.py,"EMBEDDED-BRACKET ANALYSIS — the five reading gates, in registered order.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_embedded_analysis.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_embedded_driver.sh,k04_embedded_driver.sh,K04 embedded driver. Purpose inferred from filename; needs a fuller script docstring.,bash scripts/dark_matter_mond_k04/k04_embedded_driver.sh,no
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_embedded_sweep.py,k04_embedded_sweep.py,K04 IN THE Z3-EMBEDDED ENSEMBLE — the substrate-faithful closing computation.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_embedded_sweep.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_entropy_spike_resolution.py,k04_entropy_spike_resolution.py,Resolve the K04 gamma-bridge entropy budget through the crystallisation spike.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_entropy_spike_resolution.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_eq_analysis.py,k04_eq_analysis.py,"CANONICAL-K04 SWEEP ANALYSIS — d_eq(T_c; w4/w6) from the deep run, and the ratio pinned by the rho_Lambda requirement p = 0.1088.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_eq_analysis.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_eq_analysis2.py,k04_eq_analysis2.py,REFINED-SWEEP ANALYSIS (morning script) — the branch-merge observable + FSS + the sharpened ratio inversion with bootstrap errors.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_eq_analysis2.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_eq_driver.sh,k04_eq_driver.sh,K04 eq driver. Purpose inferred from filename; needs a fuller script docstring.,bash scripts/dark_matter_mond_k04/k04_eq_driver.sh,no
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_eq_driver2.sh,k04_eq_driver2.sh,K04 eq driver2. Purpose inferred from filename; needs a fuller script docstring.,bash scripts/dark_matter_mond_k04/k04_eq_driver2.sh,no
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_eq_sweep.py,k04_eq_sweep.py,"CANONICAL-K04 EQUILIBRIUM SWEEP WORKER — one (N, w4, w6, T, start, rep) point.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_eq_sweep.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_ergodicity_audit.py,k04_ergodicity_audit.py,"ERGODICITY AUDIT of the Z3-embedded plaquette dynamics — the user's caveat, turned into theorems + an instrument.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_ergodicity_audit.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_frustration_fraction.py,k04_frustration_fraction.py,K04 FRUSTRATED FRACTION f_frust — what fraction of KZ domain junctions are COSTED.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_frustration_fraction.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_glass_deep_analysis.py,k04_glass_deep_analysis.py,Aggregate the K04 glass DEEP run (k04_glass_deep_results.jsonl) into the cross-L scaling verdict.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_glass_deep_analysis.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_glass_deep_driver.sh,k04_glass_deep_driver.sh,K04 glass deep driver. Purpose inferred from filename; needs a fuller script docstring.,bash scripts/dark_matter_mond_k04/k04_glass_deep_driver.sh,no
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_glass_deep_worker.py,k04_glass_deep_worker.py,"K04 glass deep worker: one (mode, L, rep) job -> one JSON line to stdout.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_glass_deep_worker.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_glass_scaling_analysis.py,k04_glass_scaling_analysis.py,K04 constraint-glass — cross-L SCALING ANALYSIS of the observable pilot (take-it-further layer).,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_glass_scaling_analysis.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_island_floor_surface.py,k04_island_floor_surface.py,"Measure the boundary-local-rescue island-floor surface rho_D/rho_B(d,L).",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_island_floor_surface.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_kempe_locked_defect.py,k04_kempe_locked_defect.py,THE MINIMAL KEMPE-LOCKED K04 DEFECT — a topological taxonomy of crystallisation debris on the embedded Z3 degree-3 bond substrate.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_kempe_locked_defect.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_kz_analysis.py,k04_kz_analysis.py,"KZ RAMP ANALYSIS — d_trapped(cooling rate), mass + durability gates, and the legacy concentrated-deposition bracket (emitted only for provenance).",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_kz_analysis.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_kz_driver.sh,k04_kz_driver.sh,K04 kz driver. Purpose inferred from filename; needs a fuller script docstring.,bash scripts/dark_matter_mond_k04/k04_kz_driver.sh,no
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_kz_fss_analysis.py,k04_kz_fss_analysis.py,"K04 KZ finite-size-scaling analysis: is the trapping exponent beta(L) pinned, and does the boot-window deficit d converge to a glassy plateau (xi ~ lattice) or ->0 (clean KZ divergence)?  Reads k04_kz_results.jsonl. Honest, self-reporting.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_kz_fss_analysis.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_numeric_residual_checkout.py,k04_numeric_residual_checkout.py,K04 numerical-residual checkout.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_numeric_residual_checkout.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_orphan_policy_audit.py,k04_orphan_policy_audit.py,K04 orphan-policy audit for the debris wall-shadow branch.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_orphan_policy_audit.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_qec_gate_sign_derivation.py,k04_qec_gate_sign_derivation.py,Derive the K04 Hamiltonian form/signs from QEC gate geometry.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_qec_gate_sign_derivation.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_shadow_depth_status.py,k04_shadow_depth_status.py,K04 SHADOW-DEPTH NORMALIZATION: honest status of the surviving gravitating fraction.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_shadow_depth_status.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_w4_w6_orbit_derivation.py,k04_w4_w6_orbit_derivation.py,Derive the K04 weight ratio from Q3 loop-orbit normal ordering.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_w4_w6_orbit_derivation.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_w6_anchor_epoch_selection.py,k04_w6_anchor_epoch_selection.py,Select the K04 w6 anchor epoch under the current canon premises.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_w6_anchor_epoch_selection.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_w6_line_tension_anchor_theorem.py,k04_w6_line_tension_anchor_theorem.py,K04 w6 anchor epoch: line-tension service theorem.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_w6_line_tension_anchor_theorem.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_wall_tension.py,k04_wall_tension.py,"K04 DOMAIN-WALL TENSION sigma_wall — the energy scale for the defect-network abundance (k04_defect_network_abundance.py), computed exactly.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_wall_tension.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/k04_weight_recovery.py,k04_weight_recovery.py,WEIGHT RECOVERY FROM THE 208 FINGERPRINT — reverse-engineering the lost K04 protocol weights from the paper's only surviving quantitative trace.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/k04_weight_recovery.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/onset_alignment.py,onset_alignment.py,"ONSET-EPOCH ALIGNMENT — does the eta-survival bound constrain the KZ ramp? Three deposition readings, computed exactly; the verdict is a self-correction.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/onset_alignment.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/pairing_from_dynamics.py,pairing_from_dynamics.py,PAIRING FROM THE CRYSTALLISATION DYNAMICS — the decisive readout for bridge #2.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/pairing_from_dynamics.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/pairing_orphan_closure.py,pairing_orphan_closure.py,"THE PAIRING/ORPHAN POLICY — CLOSED, by the framework's own vacuum energy.",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/pairing_orphan_closure.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/sterile_release_billing.py,sterile_release_billing.py,BILLING THEOREM (pre-registered): the alpha_0-power of the sterile nu_R release (CMB last gate).,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/sterile_release_billing.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/ulx_fork_resolution.py,ulx_fork_resolution.py,"THE ULX SERVICE-RATE FORK — RESOLVED INTERNALLY (arm 2 derived); the 0.31 x Eddington bound WITHDRAWN with reason (my own observable, superseded by a better reading of my own inversion).",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/ulx_fork_resolution.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/wall_syndrome_depth_model.py,wall_syndrome_depth_model.py,THE WALL SYNDROME-DEPTH MODEL — derived in structure; the closing unknown is exposed as a genuine canon gap (the hierarchy's spatial pairing rule).,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/wall_syndrome_depth_model.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/willow_q4_boltzmann.py,willow_q4_boltzmann.py,"Willow Q4, attempt via the canonical S5.2 Boltzmann/frustration mechanism. Question: does S5.2 frustration counting produce the quark Koide NUMERATORS d=1 (down), d=2 (up) with a NAMED referent -- or not?",PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/willow_q4_boltzmann.py,yes
dark_matter_mond_k04,scripts/dark_matter_mond_k04/willow_q4_firewall.py,willow_q4_firewall.py,Willow Q4 examination + firewall basis check.,PYTHONPATH=scripts/dark_matter_mond_k04:$PYTHONPATH python scripts/dark_matter_mond_k04/willow_q4_firewall.py,yes
foundations_methodology,scripts/foundations_methodology/alpha0_count_rate_theorem.py,alpha0_count_rate_theorem.py,ALPHA0 COUNT-TO-RATE THEOREM.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/alpha0_count_rate_theorem.py,yes
foundations_methodology,scripts/foundations_methodology/alpha0_downstream_billing_map_audit.py,alpha0_downstream_billing_map_audit.py,R14 downstream audit: what remains after bare alpha_0 = 1/137 closes.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/alpha0_downstream_billing_map_audit.py,yes
foundations_methodology,scripts/foundations_methodology/alpha0_record_pair_symmetry_theorem.py,alpha0_record_pair_symmetry_theorem.py,"R14 (b): the service ledger bills RECORD-pairs (symmetric, 136), not MATTER-pairs (antisymmetric, 120).",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/alpha0_record_pair_symmetry_theorem.py,yes
foundations_methodology,scripts/foundations_methodology/audit_99_133_circularity.py,audit_99_133_circularity.py,"CIRCULARITY AUDIT of ANCHOR §15 item 99 (4.8.8 vertex-figure uniqueness) and item 133 (3 generations = |O_h|/2^k = 48/16). EXPLORATORY (uncommitted), 2026-05-30.",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/audit_99_133_circularity.py,yes
foundations_methodology,scripts/foundations_methodology/axis_booking_resolution.py,axis_booking_resolution.py,Resolve the three-axes booking tension.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/axis_booking_resolution.py,yes
foundations_methodology,scripts/foundations_methodology/born_closed_record_pair.py,born_closed_record_pair.py,BORN via the CLOSED-RECORD-PAIR / Naimark ND-isometry route (R1 target iv) — verification.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/born_closed_record_pair.py,yes
foundations_methodology,scripts/foundations_methodology/constant_ledger.py,constant_ledger.py,"THE CONSTANT LEDGER -- are the 'constants' independent knobs, or crystallisation readouts?",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/constant_ledger.py,yes
foundations_methodology,scripts/foundations_methodology/continuum_lift_frontier_classifier.py,continuum_lift_frontier_classifier.py,Continuum-lift frontier classifier.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/continuum_lift_frontier_classifier.py,yes
foundations_methodology,scripts/foundations_methodology/crackpot_index.py,crackpot_index.py,"crackpot_index.py  --  an automated, physics-aware Crackpot Index scorer for PDFs.",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/crackpot_index.py,yes
foundations_methodology,scripts/foundations_methodology/d2_consumption_channel_audit.py,d2_consumption_channel_audit.py,"D2 CONSUMPTION-CHANNEL AUDIT — three legs pass; the static-stock routes are now closed negative, so the live completion route is the integrated burn ledger.",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/d2_consumption_channel_audit.py,yes
foundations_methodology,scripts/foundations_methodology/dark_energy_prediction_rigidity_audit.py,dark_energy_prediction_rigidity_audit.py,Rigidity audit for the live dark-energy prediction cluster.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/dark_energy_prediction_rigidity_audit.py,yes
foundations_methodology,scripts/foundations_methodology/e1_competitor_counts.py,e1_competitor_counts.py,"E1 ""staged follow-up"" (§16.3 search-space accounting): competitor counts for the per-section simple-ratio matches whose ANCHOR headers still read ""derivation / parameter-free / zero-parameter prediction"": - string tension  sqrt(sigma)/Lambd",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/e1_competitor_counts.py,yes
foundations_methodology,scripts/foundations_methodology/e2_finish_foundational_audit.py,e2_finish_foundational_audit.py,FINISH the E2 foundational-circularity audit (sec 2.8 charges / item 99 / item 133).,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/e2_finish_foundational_audit.py,yes
foundations_methodology,scripts/foundations_methodology/engine_readout_settlement.py,engine_readout_settlement.py,SETTLING THE READOUT QUESTION: does the QEC engine decode the 4-bit code syndrome or the 12-bit strain ledger? (The question that replaced the l-route's p_th pick.),PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/engine_readout_settlement.py,yes
foundations_methodology,scripts/foundations_methodology/entropy_arrow_monotonicity.py,entropy_arrow_monotonicity.py,ENTROPY AS RECORD COUNT -- the arrow of time as crystallisation (Past-Hypothesis toy).,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/entropy_arrow_monotonicity.py,yes
foundations_methodology,scripts/foundations_methodology/equipartition_channels_120_131.py,equipartition_channels_120_131.py,The equipartition machine applied to items 120 (OZI 1/26) and 131 (clock 1/28).,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/equipartition_channels_120_131.py,yes
foundations_methodology,scripts/foundations_methodology/foundation_input_count.py,foundation_input_count.py,Foundation disclosed-input count K.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundation_input_count.py,yes
foundations_methodology,scripts/foundations_methodology/foundational_reconstruction_cp_holonomy_frontier.py,foundational_reconstruction_cp_holonomy_frontier.py,Foundational reconstruction / CP-holonomy frontier classifier.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundational_reconstruction_cp_holonomy_frontier.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_8piG_dimensional_not_octagon.py,foundations_8piG_dimensional_not_octagon.py,foundations_8piG_dimensional_not_octagon.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_8piG_dimensional_not_octagon.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_absolute_scale_cluster.py,foundations_absolute_scale_cluster.py,foundations_absolute_scale_cluster.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_absolute_scale_cluster.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_band_1112_correspondence.py,foundations_band_1112_correspondence.py,foundations_band_1112_correspondence.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_band_1112_correspondence.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_bundle_energy_deposit_coherence.py,foundations_bundle_energy_deposit_coherence.py,foundations_bundle_energy_deposit_coherence.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_bundle_energy_deposit_coherence.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_chern_edge_carrier_probe.py,foundations_chern_edge_carrier_probe.py,foundations_chern_edge_carrier_probe.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_chern_edge_carrier_probe.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_chi_flatness_generic.py,foundations_chi_flatness_generic.py,foundations_chi_flatness_generic.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_chi_flatness_generic.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_coin_flux_value.py,foundations_coin_flux_value.py,foundations_coin_flux_value.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_coin_flux_value.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_coin_operator_explicit.py,foundations_coin_operator_explicit.py,foundations_coin_operator_explicit.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_coin_operator_explicit.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_dirac_curved_route_c.py,foundations_dirac_curved_route_c.py,foundations_dirac_curved_route_c.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_dirac_curved_route_c.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_dynamical_frame_einstein_cartan.py,foundations_dynamical_frame_einstein_cartan.py,foundations_dynamical_frame_einstein_cartan.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_dynamical_frame_einstein_cartan.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_energy_record_map_qsl.py,foundations_energy_record_map_qsl.py,foundations_energy_record_map_qsl.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_energy_record_map_qsl.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_frame_coarse_graining_pilot.py,foundations_frame_coarse_graining_pilot.py,foundations_frame_coarse_graining_pilot.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_frame_coarse_graining_pilot.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_frame_phase2_induced_dominance.py,foundations_frame_phase2_induced_dominance.py,foundations_frame_phase2_induced_dominance.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_frame_phase2_induced_dominance.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_frame_phase4_covariant.py,foundations_frame_phase4_covariant.py,foundations_frame_phase4_covariant.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_frame_phase4_covariant.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_g2_chain_absorption_toy.py,foundations_g2_chain_absorption_toy.py,"G2 toy: does a causal-set null CHAIN absorb as ONE event depending on total P, not N?",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_g2_chain_absorption_toy.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_g2_dynamical_compton_2p1.py,foundations_g2_dynamical_compton_2p1.py,G2 dynamical half (2+1 D): does a causal-set substrate OBSTRUCT a gauge-invariant Compton amplitude?,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_g2_dynamical_compton_2p1.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_g7_cloop_support_from_walk.py,foundations_g7_cloop_support_from_walk.py,foundations_g7_cloop_support_from_walk.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_g7_cloop_support_from_walk.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_g7_gksl_reduction_attempt.py,foundations_g7_gksl_reduction_attempt.py,foundations_g7_gksl_reduction_attempt.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_g7_gksl_reduction_attempt.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_gates_diagnostic.py,foundations_gates_diagnostic.py,foundations_gates_diagnostic.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_gates_diagnostic.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_gauss_connection_berry.py,foundations_gauss_connection_berry.py,foundations_gauss_connection_berry.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_gauss_connection_berry.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_geometry_dual_audit.py,foundations_geometry_dual_audit.py,foundations_geometry_dual_audit.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_geometry_dual_audit.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_intercell_assembly_layers.py,foundations_intercell_assembly_layers.py,foundations_intercell_assembly_layers.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_intercell_assembly_layers.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_null_bundle_qd_irreducibility.py,foundations_null_bundle_qd_irreducibility.py,foundations_null_bundle_qd_irreducibility.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_null_bundle_qd_irreducibility.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_null_chain_endpoint_detector.py,foundations_null_chain_endpoint_detector.py,Endpoint detector gate for trans-Lambda_QCD null-chain quanta.,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_null_chain_endpoint_detector.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_oblate_bipyramid_substrate.py,foundations_oblate_bipyramid_substrate.py,foundations_oblate_bipyramid_substrate.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_oblate_bipyramid_substrate.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_pmns_theta13_from_K3_portal.py,foundations_pmns_theta13_from_K3_portal.py,foundations_pmns_theta13_from_K3_portal.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_pmns_theta13_from_K3_portal.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_silver_ratio_octagon_specific.py,foundations_silver_ratio_octagon_specific.py,foundations_silver_ratio_octagon_specific.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_silver_ratio_octagon_specific.py,yes
foundations_methodology,scripts/foundations_methodology/foundations_torsion_coefficient_ecsk.py,foundations_torsion_coefficient_ecsk.py,foundations_torsion_coefficient_ecsk.py,PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/foundations_torsion_coefficient_ecsk.py,yes
foundations_methodology,scripts/foundations_methodology/g7_constructibility_audit.py,g7_constructibility_audit.py,"G7 CONSTRUCTIBILITY AUDIT (R1) — is the alpha^2/K_eff Feshbach Q-trace finite-service-graph constructible? MODEST target: constructible / not / underspecified — NOT ""derive K_eff"".",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/g7_constructibility_audit.py,yes
foundations_methodology,scripts/foundations_methodology/item136_hierarchy_audit.py,item136_hierarchy_audit.py,"§16.3 + constructibility audit of ANCHOR §15 item 136 (the THIRD 'parameter-free Planck mass' route, distinct from the 205 route and the Part-20 alpha^2 route; requested 2026-06-08).",PYTHONPATH=scripts/foundations_methodology:$PYTHONPATH python scripts/foundations_methodology/item136_hierarchy_audit.py,yes
